attendance_id,student_id,date,day_of_week,class,section,status,entry_time,exit_time,capture_method,rfid_tag,is_anomaly
ATT0021430,STU00396,2025-07-28,Monday,12,A,Present,07:37,15:57,RFID,ED208CAFE6E3,0
ATT0021431,STU00397,2025-07-28,Monday,8,D,Absent,,,,,0
ATT0021432,STU00398,2025-07-28,Monday,5,B,Present,07:36,15:15,RFID,AE46E4439601,0
ATT0021433,STU00399,2025-07-28,Monday,12,D,Present,07:41,14:43,RFID,08973C3E550D,0
ATT0021434,STU00401,2025-07-28,Monday,12,D,Late,08:14,14:16,RFID,1F6648925D1F,0
ATT0021435,STU00402,2025-07-28,Monday,1,C,Present,07:28,15:42,RFID,2CC480E9759F,0
ATT0021436,STU00403,2025-07-28,Monday,2,A,Present,07:36,13:57,Biometric,,0
ATT0021437,STU00405,2025-07-28,Monday,1,A,Present,07:20,13:48,Biometric,,0
ATT0021438,STU00406,2025-07-28,Monday,2,C,Present,07:33,13:25,RFID,6B8906438519,0
ATT0021439,STU00407,2025-07-28,Monday,7,D,Present,07:14,13:58,Biometric,,0
ATT0021440,STU00408,2025-07-28,Monday,4,A,Late,08:06,15:56,Face Recognition,,0
ATT0021441,STU00409,2025-07-28,Monday,7,D,Present,07:19,13:15,Face Recognition,,0
ATT0021442,STU00410,2025-07-28,Monday,7,C,Present,07:44,14:01,Biometric,,0
ATT0021443,STU00411,2025-07-28,Monday,10,C,Absent,,,,,0
ATT0021444,STU00412,2025-07-28,Monday,3,C,Present,07:41,13:20,RFID,52224F7AADE2,0
ATT0021445,STU00414,2025-07-28,Monday,10,A,Present,07:15,15:16,RFID,FF6BFB8A66E9,0
ATT0021446,STU00415,2025-07-28,Monday,6,A,Present,07:36,13:44,Biometric,,0
ATT0021447,STU00416,2025-07-28,Monday,9,B,Present,07:39,14:11,RFID,9B3B9A0B0EA7,0
ATT0021448,STU00417,2025-07-28,Monday,7,B,Present,07:43,15:11,Face Recognition,,0
ATT0021449,STU00418,2025-07-28,Monday,6,D,Present,07:25,14:24,Face Recognition,,0
ATT0021450,STU00419,2025-07-28,Monday,5,C,Late,08:02,14:31,RFID,C65124BE7813,0
ATT0021451,STU00420,2025-07-28,Monday,1,B,Absent,,,,,0
ATT0021452,STU00422,2025-07-28,Monday,4,C,Present,07:15,14:59,Face Recognition,,0
ATT0021453,STU00423,2025-07-28,Monday,8,D,Late,08:06,14:23,Face Recognition,,0
ATT0021454,STU00424,2025-07-28,Monday,1,B,Present,07:13,15:40,Biometric,,0
ATT0021455,STU00425,2025-07-28,Monday,10,C,Present,07:25,15:29,Biometric,,0
ATT0021456,STU00426,2025-07-28,Monday,4,C,Present,07:39,15:29,Face Recognition,,0
ATT0021457,STU00427,2025-07-28,Monday,9,D,Present,07:16,14:47,Biometric,,0
ATT0021458,STU00428,2025-07-28,Monday,7,C,Present,07:21,14:26,RFID,F68B84184513,0
ATT0021459,STU00429,2025-07-28,Monday,3,A,Present,07:35,13:57,Face Recognition,,0
ATT0021460,STU00430,2025-07-28,Monday,6,D,Medical Leave,,,,,0
ATT0021461,STU00431,2025-07-28,Monday,5,A,Absent,,,,,0
ATT0021462,STU00432,2025-07-28,Monday,8,A,Present,07:15,13:51,RFID,74CE1A4A5A2B,0
ATT0021463,STU00433,2025-07-28,Monday,10,C,Present,07:38,13:55,RFID,08DD4AFB70D9,0
ATT0021464,STU00434,2025-07-28,Monday,1,A,Absent,,,,,0
ATT0021465,STU00435,2025-07-28,Monday,10,B,Present,07:10,15:37,RFID,B0A6FDC5CD7F,0
ATT0021466,STU00436,2025-07-28,Monday,1,A,Absent,,,,,0
ATT0021467,STU00437,2025-07-28,Monday,8,A,Present,07:27,13:14,RFID,8BC39F24B3F8,0
ATT0021468,STU00438,2025-07-28,Monday,6,A,Present,07:44,15:19,Biometric,,0
ATT0021469,STU00439,2025-07-28,Monday,10,A,Present,07:20,15:40,Face Recognition,,0
ATT0021470,STU00440,2025-07-28,Monday,12,C,Present,07:41,13:16,RFID,4AE50E52B176,0
ATT0021471,STU00441,2025-07-28,Monday,6,C,Present,07:24,15:26,Biometric,,0
ATT0021472,STU00442,2025-07-28,Monday,1,A,Present,07:20,14:09,Biometric,,0
ATT0021473,STU00443,2025-07-28,Monday,4,C,Medical Leave,,,,,0
ATT0021474,STU00444,2025-07-28,Monday,3,B,Present,07:38,13:41,RFID,F85E1FCE6A53,0
ATT0021475,STU00445,2025-07-28,Monday,2,B,Late,08:08,14:56,RFID,E53C42B95F0F,0
ATT0021476,STU00446,2025-07-28,Monday,4,A,Present,07:13,15:47,Biometric,,0
ATT0021477,STU00447,2025-07-28,Monday,1,A,Present,07:29,13:19,Biometric,,0
ATT0021478,STU00448,2025-07-28,Monday,7,A,Present,07:39,13:21,Biometric,,0
ATT0021479,STU00449,2025-07-28,Monday,1,B,Present,07:32,15:11,Face Recognition,,0
ATT0021480,STU00450,2025-07-28,Monday,6,C,Present,07:27,15:22,RFID,835859027103,0
ATT0021481,STU00451,2025-07-28,Monday,5,C,Present,07:29,13:00,RFID,7ED997C6DBDE,0
ATT0021482,STU00452,2025-07-28,Monday,6,A,Present,07:36,14:30,Face Recognition,,0
ATT0021483,STU00453,2025-07-28,Monday,5,B,Present,07:25,15:44,Face Recognition,,0
ATT0021484,STU00454,2025-07-28,Monday,9,B,Present,07:30,15:37,Face Recognition,,0
ATT0021485,STU00455,2025-07-28,Monday,9,D,Present,07:29,14:34,RFID,ADA52708BA99,0
ATT0021486,STU00456,2025-07-28,Monday,9,A,Present,07:19,13:28,RFID,AA36D14DC64B,0
ATT0021487,STU00457,2025-07-28,Monday,2,A,Absent,,,,,0
ATT0021488,STU00458,2025-07-28,Monday,5,C,Present,07:10,15:02,RFID,17871E29956D,0
ATT0021489,STU00459,2025-07-28,Monday,6,D,Present,07:31,13:03,RFID,78F6D7BFB02A,0
ATT0021490,STU00460,2025-07-28,Monday,6,C,Present,07:35,15:11,Biometric,,0
ATT0021491,STU00461,2025-07-28,Monday,3,B,Present,07:22,15:28,RFID,79A4BE587B0F,0
ATT0021492,STU00462,2025-07-28,Monday,8,A,Present,07:16,15:34,RFID,AF55711A6D2F,0
ATT0021493,STU00463,2025-07-28,Monday,10,C,Present,07:12,13:02,Face Recognition,,0
ATT0021494,STU00464,2025-07-28,Monday,4,A,Present,07:41,15:13,Biometric,,0
ATT0021495,STU00465,2025-07-28,Monday,5,C,Present,07:45,13:20,Face Recognition,,0
ATT0021496,STU00467,2025-07-28,Monday,8,C,Present,07:41,15:09,RFID,62D808302E80,0
ATT0021497,STU00469,2025-07-28,Monday,11,C,Absent,,,,,0
ATT0021498,STU00470,2025-07-28,Monday,2,C,Present,07:43,13:02,RFID,2B4A38C5167B,0
ATT0021499,STU00472,2025-07-28,Monday,8,B,Late,08:13,15:51,RFID,D1130EA3EA5E,0
ATT0021500,STU00474,2025-07-28,Monday,1,B,Present,07:30,14:13,Face Recognition,,0
ATT0021501,STU00475,2025-07-28,Monday,9,A,Present,07:23,15:49,RFID,99C2C8F3547C,0
ATT0021502,STU00476,2025-07-28,Monday,1,C,Medical Leave,,,,,0
ATT0021503,STU00477,2025-07-28,Monday,1,C,Present,07:31,14:14,RFID,59A433F29191,0
ATT0021504,STU00478,2025-07-28,Monday,11,C,Present,07:24,15:08,RFID,08A852B80D9C,0
ATT0021505,STU00479,2025-07-28,Monday,6,D,Present,07:35,15:58,Biometric,,0
ATT0021506,STU00480,2025-07-28,Monday,5,C,Present,07:38,13:01,RFID,068E2654D1C1,0
ATT0021507,STU00481,2025-07-28,Monday,9,C,Present,07:20,13:59,RFID,B573507EA96D,0
ATT0021508,STU00483,2025-07-28,Monday,7,B,Present,07:38,15:05,Face Recognition,,0
ATT0021509,STU00484,2025-07-28,Monday,11,D,Present,07:18,15:06,RFID,B2F57DCF931E,0
ATT0021510,STU00485,2025-07-28,Monday,8,D,Absent,,,,,0
ATT0021511,STU00486,2025-07-28,Monday,11,D,Present,07:11,14:17,Biometric,,0
ATT0021512,STU00488,2025-07-28,Monday,6,B,Present,07:24,13:23,Biometric,,0
ATT0021513,STU00489,2025-07-28,Monday,1,A,Present,07:42,14:13,RFID,C56F38A83435,0
ATT0021514,STU00490,2025-07-28,Monday,2,B,Present,07:38,15:26,RFID,2E3F8D28FA70,0
ATT0021515,STU00491,2025-07-28,Monday,9,D,Present,07:31,13:07,Face Recognition,,0
ATT0021516,STU00492,2025-07-28,Monday,2,C,Present,07:29,15:47,Biometric,,0
ATT0021517,STU00493,2025-07-28,Monday,5,C,Present,07:17,13:01,Biometric,,0
ATT0021518,STU00494,2025-07-28,Monday,6,A,Present,07:17,13:11,RFID,A4C7B114864C,0
ATT0021519,STU00495,2025-07-28,Monday,7,C,Present,07:30,15:49,RFID,9F4DBF7DDC23,0
ATT0021520,STU00497,2025-07-28,Monday,4,C,Present,07:11,15:48,RFID,C907EE01FB12,0
ATT0021521,STU00498,2025-07-28,Monday,11,C,Medical Leave,,,,,0
ATT0021522,STU00499,2025-07-28,Monday,1,C,Absent,,,,,0
ATT0021523,STU00500,2025-07-28,Monday,3,A,Absent,,,,,0
ATT0021524,STU00501,2025-07-28,Monday,10,C,Present,07:10,13:25,RFID,F0DC48C232FC,0
ATT0021525,STU00502,2025-07-28,Monday,2,A,Present,07:31,13:23,RFID,32D3DD349E01,0
ATT0021526,STU00503,2025-07-28,Monday,12,A,Present,07:12,14:26,RFID,F0E954801265,0
ATT0021527,STU00505,2025-07-28,Monday,1,B,Absent,,,,,0
ATT0021528,STU00506,2025-07-28,Monday,4,A,Present,07:10,15:47,RFID,A1ADFCD50D3A,0
ATT0021529,STU00507,2025-07-28,Monday,8,C,Present,07:20,13:11,Face Recognition,,0
ATT0021530,STU00508,2025-07-28,Monday,4,B,Late,08:16,14:01,Biometric,,0
ATT0021531,STU00509,2025-07-28,Monday,2,A,Present,07:40,13:04,Biometric,,1
ATT0021532,STU00510,2025-07-28,Monday,2,C,Present,07:11,14:03,Biometric,,0
ATT0021533,STU00511,2025-07-28,Monday,8,C,Present,07:12,13:46,RFID,A236C7CDCE57,0
ATT0021534,STU00512,2025-07-28,Monday,8,C,Absent,,,,,0
ATT0021535,STU00513,2025-07-28,Monday,6,C,Present,07:21,13:43,RFID,FA59742C1B66,0
ATT0021536,STU00514,2025-07-28,Monday,1,C,Present,07:35,15:39,RFID,FECDC1EADEA2,0
ATT0021537,STU00515,2025-07-28,Monday,12,D,Present,07:14,13:53,Face Recognition,,0
ATT0021538,STU00516,2025-07-28,Monday,9,C,Authorized Leave,,,,,0
ATT0021539,STU00517,2025-07-28,Monday,6,A,Authorized Leave,,,,,0
ATT0021540,STU00518,2025-07-28,Monday,3,A,Present,07:21,13:02,RFID,ACED27B80481,0
ATT0021541,STU00519,2025-07-28,Monday,8,D,Absent,,,,,0
ATT0021542,STU00520,2025-07-28,Monday,10,B,Absent,,,,,0
ATT0021543,STU00521,2025-07-28,Monday,3,B,Absent,,,,,0
ATT0021544,STU00522,2025-07-28,Monday,4,B,Late,08:15,14:45,RFID,E2383DCA3D9D,0
ATT0021545,STU00523,2025-07-28,Monday,7,A,Present,07:10,14:15,RFID,CC0B34027D92,0
ATT0021546,STU00524,2025-07-28,Monday,6,D,Present,07:44,15:43,RFID,60553DFB7BE4,0
ATT0021547,STU00525,2025-07-28,Monday,3,C,Present,07:18,13:47,RFID,2ED0D31240DC,0
ATT0021548,STU00526,2025-07-28,Monday,12,B,Present,07:13,13:02,Biometric,,0
ATT0021549,STU00527,2025-07-28,Monday,10,C,Present,07:29,15:52,Face Recognition,,0
ATT0021550,STU00528,2025-07-28,Monday,2,A,Present,07:11,15:57,Face Recognition,,0
ATT0021551,STU00529,2025-07-28,Monday,8,D,Medical Leave,,,,,0
ATT0021552,STU00530,2025-07-28,Monday,2,B,Present,07:26,13:45,Biometric,,0
ATT0021553,STU00531,2025-07-28,Monday,12,B,Present,07:35,13:57,RFID,8BA3204DBB96,0
ATT0021554,STU00532,2025-07-28,Monday,9,D,Present,07:36,13:43,Biometric,,0
ATT0021555,STU00533,2025-07-28,Monday,7,C,Present,07:28,13:43,Face Recognition,,0
ATT0021556,STU00534,2025-07-28,Monday,9,A,Present,07:32,14:08,RFID,BA18D98D4B51,0
ATT0021557,STU00535,2025-07-28,Monday,4,C,Present,07:21,15:02,Face Recognition,,0
ATT0021558,STU00536,2025-07-28,Monday,11,D,Present,07:15,15:03,RFID,3CD78F4F5C81,0
ATT0021559,STU00537,2025-07-28,Monday,1,B,Present,07:34,13:26,RFID,631EC700C3BE,0
ATT0021560,STU00538,2025-07-28,Monday,2,C,Present,07:12,15:29,RFID,8C43D9878446,0
ATT0021561,STU00539,2025-07-28,Monday,12,B,Present,07:26,15:40,RFID,D0264D0B4C21,0
ATT0021562,STU00540,2025-07-28,Monday,1,B,Absent,,,,,0
ATT0021563,STU00541,2025-07-28,Monday,3,B,Present,07:14,14:05,RFID,CB60A4E9E84C,0
ATT0021564,STU00542,2025-07-28,Monday,3,C,Medical Leave,,,,,0
ATT0021565,STU00543,2025-07-28,Monday,9,D,Present,07:20,13:22,Face Recognition,,0
ATT0021566,STU00544,2025-07-28,Monday,8,D,Present,07:38,14:11,RFID,0202C6E34C14,0
ATT0021567,STU00545,2025-07-28,Monday,4,B,Present,07:45,13:36,RFID,38FEEA4C6B76,0
ATT0021568,STU00547,2025-07-28,Monday,11,D,Present,07:18,13:51,RFID,5A8CE8C1D3F8,0
ATT0021569,STU00548,2025-07-28,Monday,4,A,Present,07:45,13:16,RFID,B04677DB7893,0
ATT0021570,STU00549,2025-07-28,Monday,5,A,Present,07:23,13:34,Face Recognition,,0
ATT0021571,STU00550,2025-07-28,Monday,8,D,Present,07:30,13:44,RFID,E379939EEFF2,0
ATT0021572,STU00551,2025-07-28,Monday,6,C,Present,07:45,14:13,RFID,9B35E9C8CCD1,0
ATT0021573,STU00552,2025-07-28,Monday,12,A,Present,07:12,15:00,RFID,641C14CD5894,0
ATT0021574,STU00553,2025-07-28,Monday,2,A,Authorized Leave,,,,,0
ATT0021575,STU00554,2025-07-28,Monday,4,C,Present,07:32,13:50,Face Recognition,,0
ATT0021576,STU00555,2025-07-28,Monday,12,D,Present,07:21,15:57,RFID,A23E664E7B79,0
ATT0021577,STU00556,2025-07-28,Monday,7,B,Present,07:33,15:06,Biometric,,0
ATT0021578,STU00557,2025-07-28,Monday,9,D,Present,07:25,15:47,RFID,586960E971F2,0
ATT0021579,STU00558,2025-07-28,Monday,10,A,Present,07:41,14:50,Biometric,,0
ATT0021580,STU00559,2025-07-28,Monday,7,C,Late,08:08,15:09,RFID,F639C269453E,0
ATT0021581,STU00560,2025-07-28,Monday,6,B,Present,07:19,13:43,RFID,A26C8DCDBD6F,0
ATT0021582,STU00561,2025-07-28,Monday,3,A,Absent,,,,,0
ATT0021583,STU00564,2025-07-28,Monday,8,C,Present,07:34,14:35,RFID,8018932EE527,0
ATT0021584,STU00565,2025-07-28,Monday,4,A,Present,07:43,15:06,Biometric,,0
ATT0021585,STU00566,2025-07-28,Monday,8,A,Present,07:17,13:21,RFID,9EA289B7EDBB,0
ATT0021586,STU00567,2025-07-28,Monday,2,B,Present,07:27,15:17,RFID,7E733B9E7168,0
ATT0021587,STU00568,2025-07-28,Monday,9,B,Late,08:15,13:30,Face Recognition,,0
ATT0021588,STU00569,2025-07-28,Monday,5,B,Authorized Leave,,,,,0
ATT0021589,STU00570,2025-07-28,Monday,7,C,Present,07:13,15:56,Biometric,,0
ATT0021590,STU00571,2025-07-28,Monday,9,A,Absent,,,,,0
ATT0021591,STU00572,2025-07-28,Monday,10,A,Present,07:41,15:49,RFID,08D44B85B2F2,0
ATT0021592,STU00573,2025-07-28,Monday,8,D,Present,07:17,15:39,Face Recognition,,0
ATT0021593,STU00574,2025-07-28,Monday,1,C,Present,07:30,13:48,RFID,77E3227BBA9E,0
ATT0021594,STU00575,2025-07-28,Monday,3,C,Present,07:28,13:26,Face Recognition,,0
ATT0021595,STU00577,2025-07-28,Monday,8,B,Present,07:27,15:03,Face Recognition,,0
ATT0021596,STU00579,2025-07-28,Monday,10,A,Present,07:22,15:37,RFID,76CC28089F06,0
ATT0021597,STU00580,2025-07-28,Monday,5,B,Present,07:15,13:29,Biometric,,0
ATT0021598,STU00581,2025-07-28,Monday,5,B,Late,08:09,15:16,Face Recognition,,0
ATT0021599,STU00582,2025-07-28,Monday,4,B,Medical Leave,,,,,0
ATT0021600,STU00583,2025-07-28,Monday,11,D,Present,07:24,15:27,Biometric,,0
ATT0021601,STU00584,2025-07-28,Monday,7,A,Absent,,,,,0
ATT0021602,STU00585,2025-07-28,Monday,12,C,Late,08:06,15:13,Face Recognition,,0
ATT0021603,STU00586,2025-07-28,Monday,1,C,Present,07:15,14:51,Biometric,,0
ATT0021604,STU00587,2025-07-28,Monday,2,A,Present,07:30,15:42,Face Recognition,,0
ATT0021605,STU00588,2025-07-28,Monday,8,C,Present,07:22,15:04,RFID,52C27E2981CE,0
ATT0021606,STU00589,2025-07-28,Monday,3,C,Present,07:40,14:25,RFID,4D4507693739,0
ATT0021607,STU00590,2025-07-28,Monday,10,D,Present,07:30,14:53,RFID,B9683120F6CF,0
ATT0021608,STU00591,2025-07-28,Monday,11,C,Present,07:13,15:07,RFID,5AA1AF1DC163,1
ATT0021609,STU00592,2025-07-28,Monday,8,A,Present,07:24,14:16,RFID,84268898D222,0
ATT0021610,STU00593,2025-07-28,Monday,6,C,Absent,,,,,0
ATT0021611,STU00594,2025-07-28,Monday,12,A,Present,07:23,15:20,Biometric,,0
ATT0021612,STU00595,2025-07-28,Monday,3,A,Present,07:29,13:19,Face Recognition,,0
ATT0021613,STU00597,2025-07-28,Monday,6,A,Present,07:39,14:45,Biometric,,0
ATT0021614,STU00598,2025-07-28,Monday,10,B,Present,07:44,15:25,RFID,22C03115616D,0
ATT0021615,STU00599,2025-07-28,Monday,4,A,Present,07:45,14:33,Face Recognition,,0
ATT0021616,STU00600,2025-07-28,Monday,10,A,Present,07:34,14:05,Face Recognition,,0
ATT0021617,STU00601,2025-07-28,Monday,5,A,Late,08:25,14:08,Biometric,,0
ATT0021618,STU00602,2025-07-28,Monday,1,C,Present,07:24,15:00,RFID,6871AD9F580C,0
ATT0021619,STU00603,2025-07-28,Monday,9,B,Present,07:34,14:58,RFID,0A144193E056,1
ATT0021620,STU00604,2025-07-28,Monday,12,A,Present,07:29,14:12,Biometric,,0
ATT0021621,STU00605,2025-07-28,Monday,5,A,Present,07:16,13:25,RFID,43DE12EDE35C,0
ATT0021622,STU00606,2025-07-28,Monday,9,A,Present,07:11,15:20,Biometric,,0
ATT0021623,STU00607,2025-07-28,Monday,1,B,Absent,,,,,0
ATT0021624,STU00608,2025-07-28,Monday,11,B,Absent,,,,,0
ATT0021625,STU00609,2025-07-28,Monday,7,B,Present,07:19,15:51,Biometric,,0
ATT0021626,STU00610,2025-07-28,Monday,11,D,Present,07:24,14:05,Face Recognition,,0
ATT0021627,STU00611,2025-07-28,Monday,8,D,Present,07:30,14:04,RFID,EA1C894E3F5E,0
ATT0021628,STU00612,2025-07-28,Monday,11,A,Present,07:17,13:23,RFID,4973928A527B,0
ATT0021629,STU00613,2025-07-28,Monday,1,A,Present,07:28,14:48,Face Recognition,,0
ATT0021630,STU00614,2025-07-28,Monday,3,A,Present,07:41,15:45,Face Recognition,,0
ATT0021631,STU00615,2025-07-28,Monday,10,D,Absent,,,,,0
ATT0021632,STU00616,2025-07-28,Monday,11,C,Present,07:42,15:42,RFID,7760928436E7,1
ATT0021633,STU00617,2025-07-28,Monday,6,A,Present,07:41,15:30,Face Recognition,,0
ATT0021634,STU00618,2025-07-28,Monday,8,A,Present,07:25,15:54,RFID,A89FA944FC05,0
ATT0021635,STU00619,2025-07-28,Monday,12,B,Present,07:28,14:09,RFID,A53000FA5A66,0
ATT0021636,STU00620,2025-07-28,Monday,1,C,Present,07:32,14:44,RFID,9B32B6A800AB,0
ATT0021637,STU00621,2025-07-28,Monday,4,C,Present,07:30,13:43,Biometric,,0
ATT0021638,STU00622,2025-07-28,Monday,2,C,Absent,,,,,0
ATT0021639,STU00623,2025-07-28,Monday,8,B,Present,07:27,14:17,RFID,9695A46E1279,0
ATT0021640,STU00624,2025-07-28,Monday,2,A,Present,07:14,13:24,RFID,8FA9216DC7E5,0
ATT0021641,STU00625,2025-07-28,Monday,3,B,Absent,,,,,0
ATT0021642,STU00626,2025-07-28,Monday,6,D,Present,07:33,14:46,RFID,ABDB51339D25,0
ATT0021643,STU00627,2025-07-28,Monday,2,A,Present,07:22,15:15,RFID,B3BFCCD8495B,0
ATT0021644,STU00628,2025-07-28,Monday,11,D,Medical Leave,,,,,0
ATT0021645,STU00629,2025-07-28,Monday,1,B,Present,07:40,13:30,Biometric,,0
ATT0021646,STU00630,2025-07-28,Monday,5,B,Present,07:14,14:54,RFID,0F2D21781C56,0
ATT0021647,STU00631,2025-07-28,Monday,10,B,Present,07:39,14:28,Face Recognition,,0
ATT0021648,STU00632,2025-07-28,Monday,5,B,Present,07:26,13:38,Biometric,,0
ATT0021649,STU00633,2025-07-28,Monday,3,A,Present,07:34,14:13,RFID,B9E9B32C5FE5,0
ATT0021650,STU00634,2025-07-28,Monday,3,A,Present,07:20,14:58,Biometric,,0
ATT0021651,STU00636,2025-07-28,Monday,11,B,Absent,,,,,0
ATT0021652,STU00637,2025-07-28,Monday,10,A,Present,07:26,14:10,RFID,2384AD0EE36C,0
ATT0021653,STU00638,2025-07-28,Monday,11,C,Present,07:16,15:58,Biometric,,0
ATT0021654,STU00639,2025-07-28,Monday,2,C,Absent,,,,,0
ATT0021655,STU00640,2025-07-28,Monday,12,B,Absent,,,,,0
ATT0021656,STU00641,2025-07-28,Monday,3,C,Present,07:43,14:15,Biometric,,0
ATT0021657,STU00642,2025-07-28,Monday,7,B,Present,07:17,14:41,Biometric,,0
ATT0021658,STU00643,2025-07-28,Monday,7,A,Absent,,,,,0
ATT0021659,STU00644,2025-07-28,Monday,5,B,Present,07:37,13:26,Biometric,,0
ATT0021660,STU00646,2025-07-28,Monday,11,D,Present,07:17,14:38,Biometric,,0
ATT0021661,STU00647,2025-07-28,Monday,11,A,Present,07:28,14:52,Face Recognition,,0
ATT0021662,STU00648,2025-07-28,Monday,2,C,Present,07:23,15:43,RFID,E492D5394225,0
ATT0021663,STU00649,2025-07-28,Monday,4,B,Present,07:36,13:40,RFID,66ED339638A9,0
ATT0021664,STU00650,2025-07-28,Monday,2,B,Present,07:28,13:17,Biometric,,0
ATT0021665,STU00651,2025-07-28,Monday,2,C,Present,07:42,14:55,Face Recognition,,1
ATT0021666,STU00652,2025-07-28,Monday,7,A,Present,07:14,13:42,Biometric,,0
ATT0021667,STU00654,2025-07-28,Monday,7,B,Present,07:21,15:14,RFID,EFF2AE735994,0
ATT0021668,STU00655,2025-07-28,Monday,4,A,Medical Leave,,,,,0
ATT0021669,STU00656,2025-07-28,Monday,12,D,Present,07:13,13:37,Biometric,,0
ATT0021670,STU00657,2025-07-28,Monday,10,B,Medical Leave,,,,,0
ATT0021671,STU00658,2025-07-28,Monday,2,B,Present,07:17,15:45,RFID,79C83DEAA1B2,0
ATT0021672,STU00659,2025-07-28,Monday,10,C,Present,07:36,14:51,RFID,FE4A334B114B,0
ATT0021673,STU00660,2025-07-28,Monday,6,B,Present,07:44,13:57,RFID,506C30345B3B,0
ATT0021674,STU00661,2025-07-28,Monday,2,A,Present,07:33,15:16,Biometric,,0
ATT0021675,STU00664,2025-07-28,Monday,5,B,Present,07:35,15:55,RFID,A9C9FA2AEF6F,0
ATT0021676,STU00665,2025-07-28,Monday,7,B,Late,08:13,15:45,RFID,DA079EF3A888,0
ATT0021677,STU00666,2025-07-28,Monday,4,A,Absent,,,,,0
ATT0021678,STU00667,2025-07-28,Monday,5,C,Present,07:16,15:42,Biometric,,0
ATT0021679,STU00668,2025-07-28,Monday,7,D,Present,07:32,15:15,RFID,8D2105F0B2EA,0
ATT0021680,STU00669,2025-07-28,Monday,3,B,Present,07:23,15:40,Face Recognition,,0
ATT0021681,STU00670,2025-07-28,Monday,2,A,Present,07:43,13:55,RFID,C0935ECEF7BB,0
ATT0021682,STU00671,2025-07-28,Monday,12,B,Present,07:30,15:27,Face Recognition,,0
ATT0021683,STU00672,2025-07-28,Monday,3,A,Late,08:16,15:25,Biometric,,0
ATT0021684,STU00673,2025-07-28,Monday,8,C,Present,07:37,15:50,Face Recognition,,0
ATT0021685,STU00674,2025-07-28,Monday,9,D,Present,07:29,14:58,RFID,FD8A9D9A4F01,0
ATT0021686,STU00675,2025-07-28,Monday,9,B,Present,07:24,13:50,Biometric,,0
ATT0021687,STU00676,2025-07-28,Monday,10,D,Present,07:19,15:11,RFID,4F13C936444F,0
ATT0021688,STU00677,2025-07-28,Monday,3,A,Present,07:14,13:35,RFID,F4910195C8DC,0
ATT0021689,STU00678,2025-07-28,Monday,2,B,Present,07:38,15:40,Biometric,,0
ATT0021690,STU00679,2025-07-28,Monday,3,B,Present,07:19,15:54,Biometric,,0
ATT0021691,STU00680,2025-07-28,Monday,5,C,Present,07:40,13:55,RFID,91789C923F5E,0
ATT0021692,STU00681,2025-07-28,Monday,12,A,Present,07:37,13:56,Face Recognition,,0
ATT0021693,STU00682,2025-07-28,Monday,7,D,Absent,,,,,0
ATT0021694,STU00684,2025-07-28,Monday,5,C,Late,08:25,15:00,Face Recognition,,0
ATT0021695,STU00685,2025-07-28,Monday,7,A,Present,07:16,13:25,Face Recognition,,0
ATT0021696,STU00686,2025-07-28,Monday,12,C,Present,07:24,13:45,Face Recognition,,0
ATT0021697,STU00687,2025-07-28,Monday,5,C,Absent,,,,,0
ATT0021698,STU00688,2025-07-28,Monday,7,A,Absent,,,,,0
ATT0021699,STU00690,2025-07-28,Monday,12,A,Authorized Leave,,,,,0
ATT0021700,STU00691,2025-07-28,Monday,10,D,Present,07:16,15:17,Biometric,,0
ATT0021701,STU00692,2025-07-28,Monday,2,A,Present,07:36,14:34,RFID,B49B6532CEBD,0
ATT0021702,STU00693,2025-07-28,Monday,6,C,Present,07:32,13:56,Face Recognition,,0
ATT0021703,STU00694,2025-07-28,Monday,9,D,Present,07:44,15:09,RFID,0F1C7C976516,0
ATT0021704,STU00695,2025-07-28,Monday,5,B,Present,07:22,14:59,RFID,85F8651F1943,0
ATT0021705,STU00696,2025-07-28,Monday,3,C,Present,07:26,14:09,Biometric,,0
ATT0021706,STU00698,2025-07-28,Monday,7,D,Present,07:37,13:56,RFID,3F3E795B23AA,0
ATT0021707,STU00699,2025-07-28,Monday,10,C,Present,07:26,15:25,Biometric,,0
ATT0021708,STU00700,2025-07-28,Monday,4,B,Authorized Leave,,,,,0
ATT0021709,STU00702,2025-07-28,Monday,8,D,Present,07:15,15:50,RFID,DF23FB3BAA68,0
ATT0021710,STU00703,2025-07-28,Monday,4,B,Present,07:43,14:32,Biometric,,0
ATT0021711,STU00704,2025-07-28,Monday,6,A,Medical Leave,,,,,0
ATT0021712,STU00705,2025-07-28,Monday,11,A,Present,07:29,15:53,Biometric,,0
ATT0021713,STU00706,2025-07-28,Monday,8,B,Present,07:33,15:54,Biometric,,0
ATT0021714,STU00707,2025-07-28,Monday,6,B,Present,07:41,13:55,Biometric,,0
ATT0021715,STU00708,2025-07-28,Monday,11,A,Present,07:32,14:54,Face Recognition,,0
ATT0021716,STU00709,2025-07-28,Monday,3,C,Present,07:22,13:29,RFID,6326996CE8C4,0
ATT0021717,STU00710,2025-07-28,Monday,3,B,Present,07:20,13:18,Biometric,,0
ATT0021718,STU00711,2025-07-28,Monday,5,C,Present,07:28,13:22,RFID,4E6B08D0A1EC,0
ATT0021719,STU00712,2025-07-28,Monday,6,D,Present,07:17,14:47,Biometric,,0
