record_id,student_id,class,section,subject,exam_type,academic_year,max_marks,marks_obtained,percentage,grade,teacher_id,remarks
REC0012845,STU00960,5,A,Physical Education,Unit Test 4,2025-26,50,30,60.0,B,TCH0044,Excellent
REC0012846,STU00960,5,A,English,Unit Test 3,2025-26,50,24,48.0,D,TCH0035,
REC0012847,STU00960,5,A,Hindi,Unit Test 3,2025-26,50,25,50.0,C,TCH0045,Excellent
REC0012848,STU00960,5,A,Mathematics,Unit Test 3,2025-26,50,33,66.0,B,TCH0019,
REC0012849,STU00960,5,A,Science,Unit Test 3,2025-26,50,29,58.0,C,TCH0058,Retest required
REC0012850,STU00960,5,A,Social Studies,Unit Test 3,2025-26,50,27,54.0,C,TCH0055,Retest required
REC0012851,STU00960,5,A,Computer Science,Unit Test 3,2025-26,50,32,64.0,B,TCH0007,Excellent
REC0012852,STU00960,5,A,Physical Education,Unit Test 3,2025-26,50,22,44.0,D,TCH0014,Retest required
REC0012853,STU00961,7,C,English,Unit Test 1,2025-26,50,20,40.0,D,TCH0012,Good
REC0012854,STU00961,7,C,Hindi,Unit Test 1,2025-26,50,19,38.0,D,TCH0076,Needs improvement
REC0012855,STU00961,7,C,Mathematics,Unit Test 1,2025-26,50,20,40.0,D,TCH0008,Excellent
REC0012856,STU00961,7,C,Science,Unit Test 1,2025-26,50,26,52.0,C,TCH0067,Needs improvement
REC0012857,STU00961,7,C,Social Studies,Unit Test 1,2025-26,50,24,48.0,D,TCH0078,Absent for exam
REC0012858,STU00961,7,C,Computer Science,Unit Test 1,2025-26,50,23,46.0,D,TCH0068,
REC0012859,STU00961,7,C,Physical Education,Unit Test 1,2025-26,50,23,46.0,D,TCH0011,
REC0012860,STU00961,7,C,English,Mid Term,2025-26,100,40,40.0,D,TCH0031,Absent for exam
REC0012861,STU00961,7,C,Hindi,Mid Term,2025-26,100,37,37.0,D,TCH0025,
REC0012862,STU00961,7,C,Mathematics,Mid Term,2025-26,100,52,52.0,C,TCH0023,Good
REC0012863,STU00961,7,C,Science,Mid Term,2025-26,100,61,61.0,B,TCH0050,Average
REC0012864,STU00961,7,C,Social Studies,Mid Term,2025-26,100,44,44.0,D,TCH0066,Average
REC0012865,STU00961,7,C,Computer Science,Mid Term,2025-26,100,41,41.0,D,TCH0041,
REC0012866,STU00961,7,C,Physical Education,Mid Term,2025-26,100,27,27.0,F,TCH0057,Average
REC0012867,STU00962,9,A,English,Mid Term,2025-26,100,77,77.0,B+,TCH0054,Good
REC0012868,STU00962,9,A,Hindi,Mid Term,2025-26,100,67,67.0,B,TCH0045,Retest required
REC0012869,STU00962,9,A,Mathematics,Mid Term,2025-26,100,51,51.0,C,TCH0031,Average
REC0012870,STU00962,9,A,Science,Mid Term,2025-26,100,46,46.0,D,TCH0017,Average
REC0012871,STU00962,9,A,Social Studies,Mid Term,2025-26,100,58,58.0,C,TCH0076,Needs improvement
REC0012872,STU00962,9,A,Computer Science,Mid Term,2025-26,100,74,74.0,B+,TCH0073,Absent for exam
REC0012873,STU00962,9,A,Physical Education,Mid Term,2025-26,100,59,59.0,C,TCH0001,
REC0012874,STU00962,9,A,English,Unit Test 4,2025-26,50,28,56.0,C,TCH0062,Retest required
REC0012875,STU00962,9,A,Hindi,Unit Test 4,2025-26,50,24,48.0,D,TCH0011,Good
REC0012876,STU00962,9,A,Mathematics,Unit Test 4,2025-26,50,31,62.0,B,TCH0015,Retest required
REC0012877,STU00962,9,A,Science,Unit Test 4,2025-26,50,34,68.0,B,TCH0046,
REC0012878,STU00962,9,A,Social Studies,Unit Test 4,2025-26,50,36,72.0,B+,TCH0010,Average
REC0012879,STU00962,9,A,Computer Science,Unit Test 4,2025-26,50,32,64.0,B,TCH0015,Needs improvement
REC0012880,STU00962,9,A,Physical Education,Unit Test 4,2025-26,50,36,72.0,B+,TCH0068,Needs improvement
REC0012881,STU00963,12,C,Physics,Final Exam,2025-26,100,25,25.0,F,TCH0048,Absent for exam
REC0012882,STU00963,12,C,Chemistry,Final Exam,2025-26,100,32,32.0,F,TCH0011,Needs improvement
REC0012883,STU00963,12,C,Biology,Final Exam,2025-26,100,39,39.0,D,TCH0062,
REC0012884,STU00963,12,C,Mathematics,Final Exam,2025-26,100,57,57.0,C,TCH0067,Absent for exam
REC0012885,STU00963,12,C,Computer Science,Final Exam,2025-26,100,40,40.0,D,TCH0080,
REC0012886,STU00963,12,C,Physics,Unit Test 2,2025-26,50,26,52.0,C,TCH0023,Good
REC0012887,STU00963,12,C,Chemistry,Unit Test 2,2025-26,50,16,32.0,F,TCH0042,
REC0012888,STU00963,12,C,Biology,Unit Test 2,2025-26,50,16,32.0,F,TCH0050,Retest required
REC0012889,STU00963,12,C,Mathematics,Unit Test 2,2025-26,50,30,60.0,B,TCH0062,Needs improvement
REC0012890,STU00963,12,C,Computer Science,Unit Test 2,2025-26,50,11,22.0,F,TCH0048,Absent for exam
REC0012891,STU00964,12,B,Accountancy,Unit Test 1,2025-26,50,27,54.0,C,TCH0018,Average
REC0012892,STU00964,12,B,Business Studies,Unit Test 1,2025-26,50,19,38.0,D,TCH0024,Retest required
REC0012893,STU00964,12,B,Economics,Unit Test 1,2025-26,50,12,24.0,F,TCH0048,Good
REC0012894,STU00964,12,B,Mathematics,Unit Test 1,2025-26,50,18,36.0,D,TCH0057,Needs improvement
REC0012895,STU00964,12,B,Informatics Practices,Unit Test 1,2025-26,50,18,36.0,D,TCH0073,Retest required
REC0012896,STU00964,12,B,Accountancy,Final Exam,2025-26,100,29,29.0,F,TCH0036,Excellent
REC0012897,STU00964,12,B,Business Studies,Final Exam,2025-26,100,50,50.0,C,TCH0022,Needs improvement
REC0012898,STU00964,12,B,Economics,Final Exam,2025-26,100,61,61.0,B,TCH0046,Retest required
REC0012899,STU00964,12,B,Mathematics,Final Exam,2025-26,100,55,55.0,C,TCH0066,Retest required
REC0012900,STU00964,12,B,Informatics Practices,Final Exam,2025-26,100,21,21.0,F,TCH0004,Needs improvement
REC0012901,STU00965,3,C,English,Unit Test 4,2025-26,50,36,72.0,B+,TCH0008,Average
REC0012902,STU00965,3,C,Hindi,Unit Test 4,2025-26,50,25,50.0,C,TCH0044,Excellent
REC0012903,STU00965,3,C,Mathematics,Unit Test 4,2025-26,50,18,36.0,D,TCH0040,Average
REC0012904,STU00965,3,C,Science,Unit Test 4,2025-26,50,31,62.0,B,TCH0059,Excellent
REC0012905,STU00965,3,C,Social Studies,Unit Test 4,2025-26,50,35,70.0,B+,TCH0041,Average
REC0012906,STU00965,3,C,Computer Science,Unit Test 4,2025-26,50,35,70.0,B+,TCH0028,Retest required
REC0012907,STU00965,3,C,Physical Education,Unit Test 4,2025-26,50,22,44.0,D,TCH0002,Good
REC0012908,STU00965,3,C,English,Unit Test 2,2025-26,50,21,42.0,D,TCH0079,Retest required
REC0012909,STU00965,3,C,Hindi,Unit Test 2,2025-26,50,28,56.0,C,TCH0037,Good
REC0012910,STU00965,3,C,Mathematics,Unit Test 2,2025-26,50,33,66.0,B,TCH0034,Retest required
REC0012911,STU00965,3,C,Science,Unit Test 2,2025-26,50,28,56.0,C,TCH0064,Absent for exam
REC0012912,STU00965,3,C,Social Studies,Unit Test 2,2025-26,50,37,74.0,B+,TCH0035,Retest required
REC0012913,STU00965,3,C,Computer Science,Unit Test 2,2025-26,50,26,52.0,C,TCH0047,Needs improvement
REC0012914,STU00965,3,C,Physical Education,Unit Test 2,2025-26,50,41,82.0,A,TCH0069,Excellent
REC0012915,STU00966,12,D,Physics,Final Exam,2025-26,100,43,43.0,D,TCH0017,Needs improvement
REC0012916,STU00966,12,D,Chemistry,Final Exam,2025-26,100,40,40.0,D,TCH0060,Needs improvement
REC0012917,STU00966,12,D,Biology,Final Exam,2025-26,100,27,27.0,F,TCH0038,Needs improvement
REC0012918,STU00966,12,D,Mathematics,Final Exam,2025-26,100,29,29.0,F,TCH0065,
REC0012919,STU00966,12,D,Computer Science,Final Exam,2025-26,100,44,44.0,D,TCH0004,
REC0012920,STU00966,12,D,Physics,Mid Term,2025-26,100,28,28.0,F,TCH0016,
REC0012921,STU00966,12,D,Chemistry,Mid Term,2025-26,100,45,45.0,D,TCH0009,Needs improvement
REC0012922,STU00966,12,D,Biology,Mid Term,2025-26,100,53,53.0,C,TCH0024,
REC0012923,STU00966,12,D,Mathematics,Mid Term,2025-26,100,43,43.0,D,TCH0031,Retest required
REC0012924,STU00966,12,D,Computer Science,Mid Term,2025-26,100,46,46.0,D,TCH0005,Needs improvement
REC0012925,STU00967,11,C,Accountancy,Unit Test 2,2025-26,50,31,62.0,B,TCH0060,Absent for exam
REC0012926,STU00967,11,C,Business Studies,Unit Test 2,2025-26,50,24,48.0,D,TCH0041,Average
REC0012927,STU00967,11,C,Economics,Unit Test 2,2025-26,50,23,46.0,D,TCH0061,Absent for exam
REC0012928,STU00967,11,C,Mathematics,Unit Test 2,2025-26,50,28,56.0,C,TCH0044,Retest required
REC0012929,STU00967,11,C,Informatics Practices,Unit Test 2,2025-26,50,27,54.0,C,TCH0025,Needs improvement
REC0012930,STU00967,11,C,Accountancy,Unit Test 1,2025-26,50,24,48.0,D,TCH0008,Excellent
REC0012931,STU00967,11,C,Business Studies,Unit Test 1,2025-26,50,23,46.0,D,TCH0080,
REC0012932,STU00967,11,C,Economics,Unit Test 1,2025-26,50,20,40.0,D,TCH0039,
REC0012933,STU00967,11,C,Mathematics,Unit Test 1,2025-26,50,22,44.0,D,TCH0020,Retest required
REC0012934,STU00967,11,C,Informatics Practices,Unit Test 1,2025-26,50,27,54.0,C,TCH0032,Absent for exam
REC0012935,STU00968,7,D,English,Unit Test 4,2025-26,50,31,62.0,B,TCH0030,Needs improvement
REC0012936,STU00968,7,D,Hindi,Unit Test 4,2025-26,50,36,72.0,B+,TCH0027,Needs improvement
REC0012937,STU00968,7,D,Mathematics,Unit Test 4,2025-26,50,39,78.0,B+,TCH0066,Good
REC0012938,STU00968,7,D,Science,Unit Test 4,2025-26,50,35,70.0,B+,TCH0032,Average
REC0012939,STU00968,7,D,Social Studies,Unit Test 4,2025-26,50,25,50.0,C,TCH0039,
REC0012940,STU00968,7,D,Computer Science,Unit Test 4,2025-26,50,26,52.0,C,TCH0057,Average
REC0012941,STU00968,7,D,Physical Education,Unit Test 4,2025-26,50,27,54.0,C,TCH0037,Good
REC0012942,STU00968,7,D,English,Mid Term,2025-26,100,64,64.0,B,TCH0079,Average
REC0012943,STU00968,7,D,Hindi,Mid Term,2025-26,100,59,59.0,C,TCH0054,Good
REC0012944,STU00968,7,D,Mathematics,Mid Term,2025-26,100,54,54.0,C,TCH0040,Good
REC0012945,STU00968,7,D,Science,Mid Term,2025-26,100,53,53.0,C,TCH0042,Retest required
REC0012946,STU00968,7,D,Social Studies,Mid Term,2025-26,100,68,68.0,B,TCH0015,Absent for exam
REC0012947,STU00968,7,D,Computer Science,Mid Term,2025-26,100,51,51.0,C,TCH0039,Needs improvement
REC0012948,STU00968,7,D,Physical Education,Mid Term,2025-26,100,61,61.0,B,TCH0071,Average
REC0012949,STU00969,6,A,English,Mid Term,2025-26,100,37,37.0,D,TCH0017,
REC0012950,STU00969,6,A,Hindi,Mid Term,2025-26,100,40,40.0,D,TCH0025,Average
REC0012951,STU00969,6,A,Mathematics,Mid Term,2025-26,100,49,49.0,D,TCH0070,Absent for exam
REC0012952,STU00969,6,A,Science,Mid Term,2025-26,100,51,51.0,C,TCH0073,Needs improvement
REC0012953,STU00969,6,A,Social Studies,Mid Term,2025-26,100,31,31.0,F,TCH0074,Retest required
REC0012954,STU00969,6,A,Computer Science,Mid Term,2025-26,100,39,39.0,D,TCH0003,Needs improvement
REC0012955,STU00969,6,A,Physical Education,Mid Term,2025-26,100,55,55.0,C,TCH0079,Absent for exam
REC0012956,STU00969,6,A,English,Final Exam,2025-26,100,43,43.0,D,TCH0044,Good
REC0012957,STU00969,6,A,Hindi,Final Exam,2025-26,100,32,32.0,F,TCH0026,
REC0012958,STU00969,6,A,Mathematics,Final Exam,2025-26,100,60,60.0,B,TCH0053,Needs improvement
REC0012959,STU00969,6,A,Science,Final Exam,2025-26,100,37,37.0,D,TCH0057,Absent for exam
REC0012960,STU00969,6,A,Social Studies,Final Exam,2025-26,100,34,34.0,D,TCH0064,
REC0012961,STU00969,6,A,Computer Science,Final Exam,2025-26,100,41,41.0,D,TCH0039,Needs improvement
REC0012962,STU00969,6,A,Physical Education,Final Exam,2025-26,100,58,58.0,C,TCH0049,Retest required
REC0012963,STU00970,6,A,English,Unit Test 2,2025-26,50,14,28.0,F,TCH0036,Retest required
REC0012964,STU00970,6,A,Hindi,Unit Test 2,2025-26,50,7,14.0,F,TCH0021,Absent for exam
REC0012965,STU00970,6,A,Mathematics,Unit Test 2,2025-26,50,14,28.0,F,TCH0068,Absent for exam
REC0012966,STU00970,6,A,Science,Unit Test 2,2025-26,50,7,14.0,F,TCH0042,Absent for exam
REC0012967,STU00970,6,A,Social Studies,Unit Test 2,2025-26,50,8,16.0,F,TCH0065,Excellent
REC0012968,STU00970,6,A,Computer Science,Unit Test 2,2025-26,50,0,0.0,F,TCH0011,Needs improvement
REC0012969,STU00970,6,A,Physical Education,Unit Test 2,2025-26,50,14,28.0,F,TCH0005,Good
REC0012970,STU00970,6,A,English,Final Exam,2025-26,100,4,4.0,F,TCH0072,Good
REC0012971,STU00970,6,A,Hindi,Final Exam,2025-26,100,14,14.0,F,TCH0040,Retest required
REC0012972,STU00970,6,A,Mathematics,Final Exam,2025-26,100,29,29.0,F,TCH0007,Retest required
REC0012973,STU00970,6,A,Science,Final Exam,2025-26,100,18,18.0,F,TCH0031,Good
REC0012974,STU00970,6,A,Social Studies,Final Exam,2025-26,100,10,10.0,F,TCH0048,Excellent
REC0012975,STU00970,6,A,Computer Science,Final Exam,2025-26,100,1,1.0,F,TCH0017,Retest required
REC0012976,STU00970,6,A,Physical Education,Final Exam,2025-26,100,37,37.0,D,TCH0005,Needs improvement
REC0012977,STU00971,8,C,English,Mid Term,2025-26,100,35,35.0,D,TCH0075,Average
REC0012978,STU00971,8,C,Hindi,Mid Term,2025-26,100,57,57.0,C,TCH0006,Excellent
REC0012979,STU00971,8,C,Mathematics,Mid Term,2025-26,100,42,42.0,D,TCH0065,Excellent
REC0012980,STU00971,8,C,Science,Mid Term,2025-26,100,28,28.0,F,TCH0009,Retest required
REC0012981,STU00971,8,C,Social Studies,Mid Term,2025-26,100,40,40.0,D,TCH0021,Excellent
REC0012982,STU00971,8,C,Computer Science,Mid Term,2025-26,100,39,39.0,D,TCH0006,Retest required
REC0012983,STU00971,8,C,Physical Education,Mid Term,2025-26,100,49,49.0,D,TCH0079,Absent for exam
REC0012984,STU00971,8,C,English,Unit Test 1,2025-26,50,27,54.0,C,TCH0002,Good
REC0012985,STU00971,8,C,Hindi,Unit Test 1,2025-26,50,23,46.0,D,TCH0027,Average
REC0012986,STU00971,8,C,Mathematics,Unit Test 1,2025-26,50,25,50.0,C,TCH0004,Average
REC0012987,STU00971,8,C,Science,Unit Test 1,2025-26,50,20,40.0,D,TCH0075,Good
REC0012988,STU00971,8,C,Social Studies,Unit Test 1,2025-26,50,15,30.0,F,TCH0025,Absent for exam
REC0012989,STU00971,8,C,Computer Science,Unit Test 1,2025-26,50,19,38.0,D,TCH0030,Good
REC0012990,STU00971,8,C,Physical Education,Unit Test 1,2025-26,50,17,34.0,D,TCH0005,Excellent
REC0012991,STU00972,8,B,English,Mid Term,2025-26,100,64,64.0,B,TCH0030,Needs improvement
REC0012992,STU00972,8,B,Hindi,Mid Term,2025-26,100,80,80.0,A,TCH0074,
REC0012993,STU00972,8,B,Mathematics,Mid Term,2025-26,100,71,71.0,B+,TCH0021,Excellent
REC0012994,STU00972,8,B,Science,Mid Term,2025-26,100,51,51.0,C,TCH0010,Needs improvement
REC0012995,STU00972,8,B,Social Studies,Mid Term,2025-26,100,58,58.0,C,TCH0014,Absent for exam
REC0012996,STU00972,8,B,Computer Science,Mid Term,2025-26,100,70,70.0,B+,TCH0049,Retest required
REC0012997,STU00972,8,B,Physical Education,Mid Term,2025-26,100,66,66.0,B,TCH0074,Absent for exam
REC0012998,STU00972,8,B,English,Unit Test 2,2025-26,50,30,60.0,B,TCH0001,Excellent
REC0012999,STU00972,8,B,Hindi,Unit Test 2,2025-26,50,29,58.0,C,TCH0049,
REC0013000,STU00972,8,B,Mathematics,Unit Test 2,2025-26,50,35,70.0,B+,TCH0053,Needs improvement
REC0013001,STU00972,8,B,Science,Unit Test 2,2025-26,50,25,50.0,C,TCH0036,Needs improvement
REC0013002,STU00972,8,B,Social Studies,Unit Test 2,2025-26,50,31,62.0,B,TCH0054,Good
REC0013003,STU00972,8,B,Computer Science,Unit Test 2,2025-26,50,38,76.0,B+,TCH0001,Needs improvement
REC0013004,STU00972,8,B,Physical Education,Unit Test 2,2025-26,50,18,36.0,D,TCH0070,Needs improvement
REC0013005,STU00973,12,A,Accountancy,Final Exam,2025-26,100,76,76.0,B+,TCH0066,Absent for exam
REC0013006,STU00973,12,A,Business Studies,Final Exam,2025-26,100,67,67.0,B,TCH0004,
REC0013007,STU00973,12,A,Economics,Final Exam,2025-26,100,75,75.0,B+,TCH0013,Retest required
REC0013008,STU00973,12,A,Mathematics,Final Exam,2025-26,100,76,76.0,B+,TCH0066,Good
REC0013009,STU00973,12,A,Informatics Practices,Final Exam,2025-26,100,87,87.0,A,TCH0032,Retest required
REC0013010,STU00973,12,A,Accountancy,Mid Term,2025-26,100,72,72.0,B+,TCH0009,Absent for exam
REC0013011,STU00973,12,A,Business Studies,Mid Term,2025-26,100,66,66.0,B,TCH0049,Average
REC0013012,STU00973,12,A,Economics,Mid Term,2025-26,100,81,81.0,A,TCH0053,
REC0013013,STU00973,12,A,Mathematics,Mid Term,2025-26,100,90,90.0,A+,TCH0071,Good
REC0013014,STU00973,12,A,Informatics Practices,Mid Term,2025-26,100,69,69.0,B,TCH0012,Average
REC0013015,STU00974,8,D,English,Unit Test 4,2025-26,50,31,62.0,B,TCH0021,Absent for exam
REC0013016,STU00974,8,D,Hindi,Unit Test 4,2025-26,50,32,64.0,B,TCH0042,Average
REC0013017,STU00974,8,D,Mathematics,Unit Test 4,2025-26,50,30,60.0,B,TCH0061,Needs improvement
REC0013018,STU00974,8,D,Science,Unit Test 4,2025-26,50,37,74.0,B+,TCH0004,Retest required
REC0013019,STU00974,8,D,Social Studies,Unit Test 4,2025-26,50,24,48.0,D,TCH0058,Excellent
REC0013020,STU00974,8,D,Computer Science,Unit Test 4,2025-26,50,34,68.0,B,TCH0063,Absent for exam
REC0013021,STU00974,8,D,Physical Education,Unit Test 4,2025-26,50,31,62.0,B,TCH0043,Excellent
REC0013022,STU00974,8,D,English,Mid Term,2025-26,100,47,47.0,D,TCH0033,Retest required
REC0013023,STU00974,8,D,Hindi,Mid Term,2025-26,100,55,55.0,C,TCH0051,Excellent
REC0013024,STU00974,8,D,Mathematics,Mid Term,2025-26,100,46,46.0,D,TCH0071,Good
REC0013025,STU00974,8,D,Science,Mid Term,2025-26,100,56,56.0,C,TCH0039,Needs improvement
REC0013026,STU00974,8,D,Social Studies,Mid Term,2025-26,100,51,51.0,C,TCH0036,Absent for exam
REC0013027,STU00974,8,D,Computer Science,Mid Term,2025-26,100,58,58.0,C,TCH0074,Average
REC0013028,STU00974,8,D,Physical Education,Mid Term,2025-26,100,52,52.0,C,TCH0017,Excellent
REC0013029,STU00975,12,D,Accountancy,Final Exam,2025-26,100,49,49.0,D,TCH0049,Average
REC0013030,STU00975,12,D,Business Studies,Final Exam,2025-26,100,31,31.0,F,TCH0032,Average
REC0013031,STU00975,12,D,Economics,Final Exam,2025-26,100,50,50.0,C,TCH0025,Needs improvement
REC0013032,STU00975,12,D,Mathematics,Final Exam,2025-26,100,59,59.0,C,TCH0010,Needs improvement
REC0013033,STU00975,12,D,Informatics Practices,Final Exam,2025-26,100,31,31.0,F,TCH0012,
REC0013034,STU00975,12,D,Accountancy,Unit Test 3,2025-26,50,9,18.0,F,TCH0046,Absent for exam
REC0013035,STU00975,12,D,Business Studies,Unit Test 3,2025-26,50,21,42.0,D,TCH0053,Excellent
REC0013036,STU00975,12,D,Economics,Unit Test 3,2025-26,50,18,36.0,D,TCH0040,Good
REC0013037,STU00975,12,D,Mathematics,Unit Test 3,2025-26,50,18,36.0,D,TCH0052,Absent for exam
REC0013038,STU00975,12,D,Informatics Practices,Unit Test 3,2025-26,50,13,26.0,F,TCH0014,Good
REC0013039,STU00976,2,A,English,Unit Test 4,2025-26,50,30,60.0,B,TCH0057,Needs improvement
REC0013040,STU00976,2,A,Hindi,Unit Test 4,2025-26,50,31,62.0,B,TCH0075,Retest required
REC0013041,STU00976,2,A,Mathematics,Unit Test 4,2025-26,50,42,84.0,A,TCH0034,Needs improvement
REC0013042,STU00976,2,A,Science,Unit Test 4,2025-26,50,26,52.0,C,TCH0070,Retest required
REC0013043,STU00976,2,A,Social Studies,Unit Test 4,2025-26,50,34,68.0,B,TCH0022,
REC0013044,STU00976,2,A,Computer Science,Unit Test 4,2025-26,50,29,58.0,C,TCH0060,
REC0013045,STU00976,2,A,Physical Education,Unit Test 4,2025-26,50,21,42.0,D,TCH0002,Needs improvement
REC0013046,STU00976,2,A,English,Unit Test 3,2025-26,50,31,62.0,B,TCH0060,
REC0013047,STU00976,2,A,Hindi,Unit Test 3,2025-26,50,24,48.0,D,TCH0076,Good
REC0013048,STU00976,2,A,Mathematics,Unit Test 3,2025-26,50,34,68.0,B,TCH0010,Good
REC0013049,STU00976,2,A,Science,Unit Test 3,2025-26,50,19,38.0,D,TCH0004,Retest required
REC0013050,STU00976,2,A,Social Studies,Unit Test 3,2025-26,50,29,58.0,C,TCH0013,Needs improvement
REC0013051,STU00976,2,A,Computer Science,Unit Test 3,2025-26,50,31,62.0,B,TCH0010,Average
REC0013052,STU00976,2,A,Physical Education,Unit Test 3,2025-26,50,32,64.0,B,TCH0044,
REC0013053,STU00977,3,C,English,Mid Term,2025-26,100,57,57.0,C,TCH0051,Good
REC0013054,STU00977,3,C,Hindi,Mid Term,2025-26,100,63,63.0,B,TCH0030,Absent for exam
REC0013055,STU00977,3,C,Mathematics,Mid Term,2025-26,100,62,62.0,B,TCH0019,
REC0013056,STU00977,3,C,Science,Mid Term,2025-26,100,62,62.0,B,TCH0049,
REC0013057,STU00977,3,C,Social Studies,Mid Term,2025-26,100,61,61.0,B,TCH0063,Absent for exam
REC0013058,STU00977,3,C,Computer Science,Mid Term,2025-26,100,54,54.0,C,TCH0042,
REC0013059,STU00977,3,C,Physical Education,Mid Term,2025-26,100,60,60.0,B,TCH0039,
REC0013060,STU00977,3,C,English,Final Exam,2025-26,100,62,62.0,B,TCH0023,Excellent
REC0013061,STU00977,3,C,Hindi,Final Exam,2025-26,100,58,58.0,C,TCH0073,Good
REC0013062,STU00977,3,C,Mathematics,Final Exam,2025-26,100,41,41.0,D,TCH0068,Retest required
REC0013063,STU00977,3,C,Science,Final Exam,2025-26,100,58,58.0,C,TCH0049,Absent for exam
REC0013064,STU00977,3,C,Social Studies,Final Exam,2025-26,100,65,65.0,B,TCH0005,Average
REC0013065,STU00977,3,C,Computer Science,Final Exam,2025-26,100,56,56.0,C,TCH0022,Needs improvement
REC0013066,STU00977,3,C,Physical Education,Final Exam,2025-26,100,70,70.0,B+,TCH0071,Needs improvement
REC0013067,STU00978,3,A,English,Mid Term,2025-26,100,71,71.0,B+,TCH0074,Retest required
REC0013068,STU00978,3,A,Hindi,Mid Term,2025-26,100,78,78.0,B+,TCH0040,Absent for exam
REC0013069,STU00978,3,A,Mathematics,Mid Term,2025-26,100,57,57.0,C,TCH0074,Excellent
REC0013070,STU00978,3,A,Science,Mid Term,2025-26,100,56,56.0,C,TCH0007,Absent for exam
REC0013071,STU00978,3,A,Social Studies,Mid Term,2025-26,100,61,61.0,B,TCH0039,Retest required
REC0013072,STU00978,3,A,Computer Science,Mid Term,2025-26,100,48,48.0,D,TCH0016,Needs improvement
REC0013073,STU00978,3,A,Physical Education,Mid Term,2025-26,100,34,34.0,D,TCH0034,Average
REC0013074,STU00978,3,A,English,Unit Test 2,2025-26,50,36,72.0,B+,TCH0028,
REC0013075,STU00978,3,A,Hindi,Unit Test 2,2025-26,50,34,68.0,B,TCH0013,Good
REC0013076,STU00978,3,A,Mathematics,Unit Test 2,2025-26,50,36,72.0,B+,TCH0036,Excellent
REC0013077,STU00978,3,A,Science,Unit Test 2,2025-26,50,30,60.0,B,TCH0032,
REC0013078,STU00978,3,A,Social Studies,Unit Test 2,2025-26,50,29,58.0,C,TCH0025,Needs improvement
REC0013079,STU00978,3,A,Computer Science,Unit Test 2,2025-26,50,38,76.0,B+,TCH0037,Needs improvement
REC0013080,STU00978,3,A,Physical Education,Unit Test 2,2025-26,50,33,66.0,B,TCH0008,
REC0013081,STU00979,1,B,English,Final Exam,2025-26,100,91,91.0,A+,TCH0004,Average
REC0013082,STU00979,1,B,Hindi,Final Exam,2025-26,100,86,86.0,A,TCH0076,Absent for exam
REC0013083,STU00979,1,B,Mathematics,Final Exam,2025-26,100,76,76.0,B+,TCH0047,Average
REC0013084,STU00979,1,B,Science,Final Exam,2025-26,100,85,85.0,A,TCH0006,Average
REC0013085,STU00979,1,B,Social Studies,Final Exam,2025-26,100,77,77.0,B+,TCH0069,Absent for exam
REC0013086,STU00979,1,B,Computer Science,Final Exam,2025-26,100,65,65.0,B,TCH0074,Average
REC0013087,STU00979,1,B,Physical Education,Final Exam,2025-26,100,72,72.0,B+,TCH0021,
REC0013088,STU00979,1,B,English,Mid Term,2025-26,100,85,85.0,A,TCH0050,Good
REC0013089,STU00979,1,B,Hindi,Mid Term,2025-26,100,81,81.0,A,TCH0019,Absent for exam
REC0013090,STU00979,1,B,Mathematics,Mid Term,2025-26,100,76,76.0,B+,TCH0071,
REC0013091,STU00979,1,B,Science,Mid Term,2025-26,100,83,83.0,A,TCH0037,Needs improvement
REC0013092,STU00979,1,B,Social Studies,Mid Term,2025-26,100,81,81.0,A,TCH0005,Retest required
REC0013093,STU00979,1,B,Computer Science,Mid Term,2025-26,100,86,86.0,A,TCH0010,Good
REC0013094,STU00979,1,B,Physical Education,Mid Term,2025-26,100,75,75.0,B+,TCH0068,Retest required
REC0013095,STU00980,12,B,Accountancy,Unit Test 2,2025-26,50,35,70.0,B+,TCH0015,Good
REC0013096,STU00980,12,B,Business Studies,Unit Test 2,2025-26,50,28,56.0,C,TCH0076,Good
REC0013097,STU00980,12,B,Economics,Unit Test 2,2025-26,50,19,38.0,D,TCH0008,
REC0013098,STU00980,12,B,Mathematics,Unit Test 2,2025-26,50,28,56.0,C,TCH0060,Excellent
REC0013099,STU00980,12,B,Informatics Practices,Unit Test 2,2025-26,50,32,64.0,B,TCH0029,Good
REC0013100,STU00980,12,B,Accountancy,Final Exam,2025-26,100,52,52.0,C,TCH0043,Needs improvement
REC0013101,STU00980,12,B,Business Studies,Final Exam,2025-26,100,63,63.0,B,TCH0062,Average
REC0013102,STU00980,12,B,Economics,Final Exam,2025-26,100,57,57.0,C,TCH0076,Excellent
REC0013103,STU00980,12,B,Mathematics,Final Exam,2025-26,100,54,54.0,C,TCH0080,Needs improvement
REC0013104,STU00980,12,B,Informatics Practices,Final Exam,2025-26,100,67,67.0,B,TCH0007,Average
REC0013105,STU00981,9,C,English,Final Exam,2025-26,100,84,84.0,A,TCH0016,Average
REC0013106,STU00981,9,C,Hindi,Final Exam,2025-26,100,72,72.0,B+,TCH0072,
REC0013107,STU00981,9,C,Mathematics,Final Exam,2025-26,100,87,87.0,A,TCH0073,Good
REC0013108,STU00981,9,C,Science,Final Exam,2025-26,100,71,71.0,B+,TCH0076,Average
REC0013109,STU00981,9,C,Social Studies,Final Exam,2025-26,100,94,94.0,A+,TCH0049,
